HITId,WorkerId,WorkTimeInSeconds,Input.debateID,Input.argID,Input.topic,Input.argument,Answer.comments,Answer.cons_dk.on,Answer.cons_no.on,Answer.cons_yes.on,Answer.stance_con.on,Answer.stance_dk.on,Answer.stance_neither.on,Answer.stance_pro.on
301KG0KX9CLRE8V5SY3S3BAQL11H2C,A1K5ILJMG439M5,18,20,pro_1_5,Osama Bin Laden Sea Burial,Islamic law flexible to special burials such as Bin Laden's.,,true,false,false,false,true,false,false
301KG0KX9CLRE8V5SY3S3BAQL11H2C,A38GQRXKQ1SWT6,14,20,pro_1_5,Osama Bin Laden Sea Burial,Islamic law flexible to special burials such as Bin Laden's.,,false,true,false,false,false,false,true
301KG0KX9CLRE8V5SY3S3BAQL11H2C,A1F1BIPJR11LSR,168,20,pro_1_5,Osama Bin Laden Sea Burial,Islamic law flexible to special burials such as Bin Laden's.,,false,true,false,false,false,false,true
302OLP89DZ7P23FTJLI6Y2W8E1QAC7,A2541C8MY0BYV3,25,125,con_4_1,Free public transportation,Some public transport cities are already terrible; this would just increase the strain.,,false,false,true,true,false,false,false
302OLP89DZ7P23FTJLI6Y2W8E1QAC7,APGX2WZ59OWDN,162,125,con_4_1,Free public transportation,Some public transport cities are already terrible; this would just increase the strain.,,false,false,true,true,false,false,false
302OLP89DZ7P23FTJLI6Y2W8E1QAC7,A2WTNZHRALOHX8,62,125,con_4_1,Free public transportation,Some public transport cities are already terrible; this would just increase the strain.,,false,false,true,true,false,false,false
302OLP89DZ7P23FTJLI6Y2W8E1QAC7,AMDPJ713Z3IJL,22,125,con_4_1,Free public transportation,Some public transport cities are already terrible; this would just increase the strain.,,false,false,true,true,false,false,false
302OLP89DZ7P23FTJLI6Y2W8E1QAC7,A24DSECWUBZC0Z,27,125,con_4_1,Free public transportation,Some public transport cities are already terrible; this would just increase the strain.,,false,false,true,true,false,false,false
302OLP89DZ7P23FTJLI6Y2W8E1QAC7,A9A2IX3OBORBE,8,125,con_4_1,Free public transportation,Some public transport cities are already terrible; this would just increase the strain.,,false,false,true,true,false,false,false
302OLP89DZ7P23FTJLI6Y2W8E1QAC7,AENJ7GDYBENYX,19,125,con_4_1,Free public transportation,Some public transport cities are already terrible; this would just increase the strain.,,false,false,true,true,false,false,false
302OLP89DZ7P23FTJLI6Y2W8E1QAC7,AEPITKAWZ6FCT,10,125,con_4_1,Free public transportation,Some public transport cities are already terrible; this would just increase the strain.,,false,true,false,false,false,false,true
302OLP89DZ7P23FTJLI6Y2W8E1QAC7,AFUX7IUQOE0NA,19,125,con_4_1,Free public transportation,Some public transport cities are already terrible; this would just increase the strain.,,false,false,true,true,false,false,false
302OLP89DZ7P23FTJLI6Y2W8E1QAC7,A2CK0OXMPOR9LE,209,125,con_4_1,Free public transportation,Some public transport cities are already terrible; this would just increase the strain.,,false,false,true,true,false,false,false
302OLP89DZ7P23FTJLI6Y2W8KXOCA5,A365SN61J4UNGR,8,185,con_4_1,Gay adoption,Children raised by same-sex parents are not more likely to have same-sex orientations themselves.,,false,true,false,false,false,false,true
302OLP89DZ7P23FTJLI6Y2W8KXOCA5,AJFVK3O1D7SPE,28,185,con_4_1,Gay adoption,Children raised by same-sex parents are not more likely to have same-sex orientations themselves.,,false,false,true,false,false,false,true
302OLP89DZ7P23FTJLI6Y2W8KXOCA5,A3T9WZOUQGE2UW,9,185,con_4_1,Gay adoption,Children raised by same-sex parents are not more likely to have same-sex orientations themselves.,,false,true,false,false,false,true,false
302OLP89DZ7P23FTJLI6Y2W8KXOCA5,A2P76QVLSGJR45,137,185,con_4_1,Gay adoption,Children raised by same-sex parents are not more likely to have same-sex orientations themselves.,,false,true,false,false,false,false,true
302OLP89DZ7P23FTJLI6Y2W8KXOCA5,A1ZD8RU6YB0VEU,8,185,con_4_1,Gay adoption,Children raised by same-sex parents are not more likely to have same-sex orientations themselves.,,false,true,false,false,false,true,false
302OLP89DZ7P23FTJLI6Y2W8KXOCA5,A171S8E9IFSHH2,15,185,con_4_1,Gay adoption,Children raised by same-sex parents are not more likely to have same-sex orientations themselves.,,false,false,true,false,false,true,false
302OLP89DZ7P23FTJLI6Y2W8KXOCA5,A2541C8MY0BYV3,12,185,con_4_1,Gay adoption,Children raised by same-sex parents are not more likely to have same-sex orientations themselves.,,false,true,false,false,false,true,false
302OLP89DZ7P23FTJLI6Y2W8KXOCA5,A3OZ8KF0HWSVWK,108,185,con_4_1,Gay adoption,Children raised by same-sex parents are not more likely to have same-sex orientations themselves.,,false,false,true,false,false,false,true
302OLP89DZ7P23FTJLI6Y2W8KXOCA5,A1GKEEI844CEKI,10,185,con_4_1,Gay adoption,Children raised by same-sex parents are not more likely to have same-sex orientations themselves.,,false,true,false,false,false,false,true
302OLP89DZ7P23FTJLI6Y2W8KXOCA5,A2Y2AZ8DBFU47Q,29,185,con_4_1,Gay adoption,Children raised by same-sex parents are not more likely to have same-sex orientations themselves.,,false,false,true,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X3W3NV4,A2UHF7UL7G0Y78,15,210,con_4_4,Michigan and Florida delegates in 2008 US elections,It is unclear who should pay for mail re-votes in Mich and Florida,,false,false,true,true,false,false,false
302U8RURJZ1SLVFIJ6IGA04X3W3NV4,A27VFM67RPD2L5,17,210,con_4_4,Michigan and Florida delegates in 2008 US elections,It is unclear who should pay for mail re-votes in Mich and Florida,,false,true,false,false,false,true,false
302U8RURJZ1SLVFIJ6IGA04X3W3NV4,A31CNXHGR49DJR,61,210,con_4_4,Michigan and Florida delegates in 2008 US elections,It is unclear who should pay for mail re-votes in Mich and Florida,,false,true,false,false,false,true,false
302U8RURJZ1SLVFIJ6IGA04X3W3NV4,ABMPX2Y2IRBMG,16,210,con_4_4,Michigan and Florida delegates in 2008 US elections,It is unclear who should pay for mail re-votes in Mich and Florida,,false,true,false,false,false,true,false
302U8RURJZ1SLVFIJ6IGA04X3W3NV4,AGQPTDG6ZF3T3,27,210,con_4_4,Michigan and Florida delegates in 2008 US elections,It is unclear who should pay for mail re-votes in Mich and Florida,,false,false,true,false,false,true,false
302U8RURJZ1SLVFIJ6IGA04X3W3NV4,A1UJ2M1AKWMNLC,12,210,con_4_4,Michigan and Florida delegates in 2008 US elections,It is unclear who should pay for mail re-votes in Mich and Florida,,false,true,false,true,false,false,false
302U8RURJZ1SLVFIJ6IGA04X3W3NV4,A100DH6ZVHB9EP,29,210,con_4_4,Michigan and Florida delegates in 2008 US elections,It is unclear who should pay for mail re-votes in Mich and Florida,,false,false,true,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X3W3NV4,A11TREGDHSUSJW,14,210,con_4_4,Michigan and Florida delegates in 2008 US elections,It is unclear who should pay for mail re-votes in Mich and Florida,,false,false,true,false,false,true,false
302U8RURJZ1SLVFIJ6IGA04X3W3NV4,A365SN61J4UNGR,12,210,con_4_4,Michigan and Florida delegates in 2008 US elections,It is unclear who should pay for mail re-votes in Mich and Florida,,false,true,false,false,false,true,false
302U8RURJZ1SLVFIJ6IGA04X3W3NV4,AWN1PEZWRQSQ9,12,210,con_4_4,Michigan and Florida delegates in 2008 US elections,It is unclear who should pay for mail re-votes in Mich and Florida,,true,false,false,false,false,true,false
302U8RURJZ1SLVFIJ6IGA04X3W3VNC,A31CNXHGR49DJR,18,23,pro_1_7,Seattle deep-bore tunnel,Development after removing viaduct will pay for tunnel.,,false,false,true,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X3W3VNC,AWN1PEZWRQSQ9,16,23,pro_1_7,Seattle deep-bore tunnel,Development after removing viaduct will pay for tunnel.,,false,true,false,false,false,true,false
302U8RURJZ1SLVFIJ6IGA04X3W3VNC,A1TSD3O3C3ZUT6,11,23,pro_1_7,Seattle deep-bore tunnel,Development after removing viaduct will pay for tunnel.,,false,true,false,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X3W3VNC,A2UQ3T8JW2TDD3,19,23,pro_1_7,Seattle deep-bore tunnel,Development after removing viaduct will pay for tunnel.,,false,false,true,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X3W3VNC,ABMPX2Y2IRBMG,15,23,pro_1_7,Seattle deep-bore tunnel,Development after removing viaduct will pay for tunnel.,,false,false,true,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X3W3VNC,A1ZD8RU6YB0VEU,7,23,pro_1_7,Seattle deep-bore tunnel,Development after removing viaduct will pay for tunnel.,,false,true,false,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X3W3VNC,A1UJ2M1AKWMNLC,29,23,pro_1_7,Seattle deep-bore tunnel,Development after removing viaduct will pay for tunnel.,,false,true,false,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X3W3VNC,A2IMAGGCST8170,17,23,pro_1_7,Seattle deep-bore tunnel,Development after removing viaduct will pay for tunnel.,,false,true,false,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X3W3VNC,A365SN61J4UNGR,16,23,pro_1_7,Seattle deep-bore tunnel,Development after removing viaduct will pay for tunnel.,,false,true,false,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X3W3VNC,A3OZ8KF0HWSVWK,128,23,pro_1_7,Seattle deep-bore tunnel,Development after removing viaduct will pay for tunnel.,,false,false,true,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X4B2VN6,A2541C8MY0BYV3,16,56,pro_3_4,Ground zero mosque,Defending mosque honors constitution first responders were protecting.,,false,true,false,false,false,true,false
302U8RURJZ1SLVFIJ6IGA04X4B2VN6,ALQ7GPHT431Q2,21,56,pro_3_4,Ground zero mosque,Defending mosque honors constitution first responders were protecting.,,false,true,false,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X4B2VN6,A2EQOFJNKS7RCN,27,56,pro_3_4,Ground zero mosque,Defending mosque honors constitution first responders were protecting.,,false,true,false,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X4B2VN6,AGQPTDG6ZF3T3,26,56,pro_3_4,Ground zero mosque,Defending mosque honors constitution first responders were protecting.,,false,true,false,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X4B2VN6,A2UQ3T8JW2TDD3,28,56,pro_3_4,Ground zero mosque,Defending mosque honors constitution first responders were protecting.,,false,false,true,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X4B2VN6,AWN1PEZWRQSQ9,18,56,pro_3_4,Ground zero mosque,Defending mosque honors constitution first responders were protecting.,,false,true,false,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X4B2VN6,A40O6S62MI2VC,10,56,pro_3_4,Ground zero mosque,Defending mosque honors constitution first responders were protecting.,,false,false,true,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X4B2VN6,A1ZD8RU6YB0VEU,8,56,pro_3_4,Ground zero mosque,Defending mosque honors constitution first responders were protecting.,,false,true,false,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X4B2VN6,A3NAHN61XJ3ZAT,17,56,pro_3_4,Ground zero mosque,Defending mosque honors constitution first responders were protecting.,,false,true,false,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X4B2VN6,A2P76QVLSGJR45,151,56,pro_3_4,Ground zero mosque,Defending mosque honors constitution first responders were protecting.,,false,true,false,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X4B3NVZ,A2541C8MY0BYV3,9,17,pro_4_2,Child beauty pageants,Beauty pageants exist for boys.,,false,true,false,false,false,true,false
302U8RURJZ1SLVFIJ6IGA04X4B3NVZ,A37JENVKZQ56U6,16,17,pro_4_2,Child beauty pageants,Beauty pageants exist for boys.,,false,true,false,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X4B3NVZ,AENJ7GDYBENYX,14,17,pro_4_2,Child beauty pageants,Beauty pageants exist for boys.,,false,true,false,false,false,true,false
302U8RURJZ1SLVFIJ6IGA04X4B3NVZ,A2TOL27LWBR7XG,14,17,pro_4_2,Child beauty pageants,Beauty pageants exist for boys.,,false,true,false,false,false,true,false
302U8RURJZ1SLVFIJ6IGA04X4B3NVZ,A365SN61J4UNGR,24,17,pro_4_2,Child beauty pageants,Beauty pageants exist for boys.,,false,true,false,true,false,false,false
302U8RURJZ1SLVFIJ6IGA04X4B3NVZ,A2LVGE0TI3E7Q9,14,17,pro_4_2,Child beauty pageants,Beauty pageants exist for boys.,,false,true,false,true,false,false,false
302U8RURJZ1SLVFIJ6IGA04X4B3NVZ,ALQ7GPHT431Q2,8,17,pro_4_2,Child beauty pageants,Beauty pageants exist for boys.,,false,true,false,false,false,true,false
302U8RURJZ1SLVFIJ6IGA04X4B3NVZ,AK0Y6OITL7VGX,7,17,pro_4_2,Child beauty pageants,Beauty pageants exist for boys.,,false,true,false,false,false,true,false
302U8RURJZ1SLVFIJ6IGA04X4B3NVZ,AJFVK3O1D7SPE,25,17,pro_4_2,Child beauty pageants,Beauty pageants exist for boys.,,false,true,false,false,false,false,true
302U8RURJZ1SLVFIJ6IGA04X4B3NVZ,AWN1PEZWRQSQ9,8,17,pro_4_2,Child beauty pageants,Beauty pageants exist for boys.,,true,false,false,false,false,true,false
304QEQWKZPKUAFEEHOU44WEC0PV0OZ,A3T9WZOUQGE2UW,38,29,con_5_1,Bullfighting,Bullfighting is not that big of a tourist draw.,,false,true,false,false,false,true,false
304QEQWKZPKUAFEEHOU44WEC0PV0OZ,A2541C8MY0BYV3,14,29,con_5_1,Bullfighting,Bullfighting is not that big of a tourist draw.,,false,true,false,true,false,false,false
304QEQWKZPKUAFEEHOU44WEC0PV0OZ,A171S8E9IFSHH2,22,29,con_5_1,Bullfighting,Bullfighting is not that big of a tourist draw.,,false,true,false,false,false,true,false
304QEQWKZPKUAFEEHOU44WEC0PV0OZ,A2EQOFJNKS7RCN,7,29,con_5_1,Bullfighting,Bullfighting is not that big of a tourist draw.,,false,true,false,true,false,false,false
304QEQWKZPKUAFEEHOU44WEC0PV0OZ,A1ZD8RU6YB0VEU,4,29,con_5_1,Bullfighting,Bullfighting is not that big of a tourist draw.,,false,true,false,true,false,false,false
304QEQWKZPKUAFEEHOU44WEC0PV0OZ,A3S5M6R3ZR6ECN,14,29,con_5_1,Bullfighting,Bullfighting is not that big of a tourist draw.,,false,true,false,true,false,false,false
304QEQWKZPKUAFEEHOU44WEC0PV0OZ,A2XFO0X6RCS98M,62,29,con_5_1,Bullfighting,Bullfighting is not that big of a tourist draw.,,false,true,false,true,false,false,false
304QEQWKZPKUAFEEHOU44WEC0PV0OZ,A37JENVKZQ56U6,16,29,con_5_1,Bullfighting,Bullfighting is not that big of a tourist draw.,,false,false,true,true,false,false,false
304QEQWKZPKUAFEEHOU44WEC0PV0OZ,AK0Y6OITL7VGX,7,29,con_5_1,Bullfighting,Bullfighting is not that big of a tourist draw.,,false,true,false,true,false,false,false
304QEQWKZPKUAFEEHOU44WEC0PV0OZ,A1K5ILJMG439M5,13,29,con_5_1,Bullfighting,Bullfighting is not that big of a tourist draw.,,false,true,false,true,false,false,false
304QEQWKZPKUAFEEHOU44WEC0PVO0N,A3T9WZOUQGE2UW,7,67,pro_2_1,Instant replay in baseball,Instant replay does not diminish human element of baseball,,false,false,true,false,false,false,true
304QEQWKZPKUAFEEHOU44WEC0PVO0N,A2Y2AZ8DBFU47Q,30,67,pro_2_1,Instant replay in baseball,Instant replay does not diminish human element of baseball,,false,true,false,true,false,false,false
304QEQWKZPKUAFEEHOU44WEC0PVO0N,AENJ7GDYBENYX,24,67,pro_2_1,Instant replay in baseball,Instant replay does not diminish human element of baseball,,false,true,false,false,false,false,true
304QEQWKZPKUAFEEHOU44WEC0PVO0N,A2P76QVLSGJR45,77,67,pro_2_1,Instant replay in baseball,Instant replay does not diminish human element of baseball,,false,true,false,false,false,true,false
304QEQWKZPKUAFEEHOU44WEC0PVO0N,AJFVK3O1D7SPE,13,67,pro_2_1,Instant replay in baseball,Instant replay does not diminish human element of baseball,,false,true,false,false,false,false,true
304QEQWKZPKUAFEEHOU44WEC0PVO0N,A2XFO0X6RCS98M,45,67,pro_2_1,Instant replay in baseball,Instant replay does not diminish human element of baseball,,false,true,false,false,false,false,true
304QEQWKZPKUAFEEHOU44WEC0PVO0N,A3OZ8KF0HWSVWK,62,67,pro_2_1,Instant replay in baseball,Instant replay does not diminish human element of baseball,,false,false,true,false,false,false,true
304QEQWKZPKUAFEEHOU44WEC0PVO0N,AWN1PEZWRQSQ9,6,67,pro_2_1,Instant replay in baseball,Instant replay does not diminish human element of baseball,,false,true,false,false,false,false,true
304QEQWKZPKUAFEEHOU44WEC0PVO0N,A3NAHN61XJ3ZAT,8,67,pro_2_1,Instant replay in baseball,Instant replay does not diminish human element of baseball,,false,true,false,false,false,false,true
304QEQWKZPKUAFEEHOU44WEC0PVO0N,AK0Y6OITL7VGX,10,67,pro_2_1,Instant replay in baseball,Instant replay does not diminish human element of baseball,,false,true,false,false,false,false,true
304QEQWKZPKUAFEEHOU44WECUTX0O3,A2BZY06YRWGEDL,138,205,pro_2_3,Right to bear arms in the US,"Historically, many US citizens could not serve in the militia but required guns",,false,true,false,false,false,false,true
304QEQWKZPKUAFEEHOU44WECUTX0O3,A1G94QON7A9K0N,47,205,pro_2_3,Right to bear arms in the US,"Historically, many US citizens could not serve in the militia but required guns",,false,true,false,false,false,true,false
304QEQWKZPKUAFEEHOU44WECUTX0O3,A11TREGDHSUSJW,202,205,pro_2_3,Right to bear arms in the US,"Historically, many US citizens could not serve in the militia but required guns",,false,true,false,false,false,true,false
304QEQWKZPKUAFEEHOU44WECUTX0O3,A2BVVFXMQU8AC7,30,205,pro_2_3,Right to bear arms in the US,"Historically, many US citizens could not serve in the militia but required guns",,false,false,true,false,false,false,true
304QEQWKZPKUAFEEHOU44WECUTX0O3,A2HGRSPR50ENHL,22,205,pro_2_3,Right to bear arms in the US,"Historically, many US citizens could not serve in the militia but required guns",,false,true,false,false,false,true,false
304QEQWKZPKUAFEEHOU44WECUTX0O3,AEPITKAWZ6FCT,23,205,pro_2_3,Right to bear arms in the US,"Historically, many US citizens could not serve in the militia but required guns",,false,true,false,false,false,false,true
304QEQWKZPKUAFEEHOU44WECUTX0O3,A2C73Y1COWCA51,66,205,pro_2_3,Right to bear arms in the US,"Historically, many US citizens could not serve in the militia but required guns",,false,true,false,false,true,false,false
304QEQWKZPKUAFEEHOU44WECUTX0O3,AKMIORNF40ST7,11,205,pro_2_3,Right to bear arms in the US,"Historically, many US citizens could not serve in the militia but required guns",,false,false,true,false,false,false,true
304QEQWKZPKUAFEEHOU44WECUTX0O3,A1MKCTVKE7J0ZP,38,205,pro_2_3,Right to bear arms in the US,"Historically, many US citizens could not serve in the militia but required guns",,false,true,false,false,false,true,false
304QEQWKZPKUAFEEHOU44WECUTX0O3,A18T7E73TNGOKP,223,205,pro_2_3,Right to bear arms in the US,"Historically, many US citizens could not serve in the militia but required guns",,false,true,false,true,false,false,false
304QEQWKZPKUAFEEHOU44WECZAVO0S,ABMPX2Y2IRBMG,22,220,con_2_6,Three Gorges Dam,"The Three Gorges Dam has submerged mines, resulting in pollution",,true,false,false,false,false,true,false
304QEQWKZPKUAFEEHOU44WECZAVO0S,A1F1BIPJR11LSR,8,220,con_2_6,Three Gorges Dam,"The Three Gorges Dam has submerged mines, resulting in pollution",,false,false,true,true,false,false,false
304QEQWKZPKUAFEEHOU44WECZAVO0S,AWN1PEZWRQSQ9,9,220,con_2_6,Three Gorges Dam,"The Three Gorges Dam has submerged mines, resulting in pollution",,false,false,true,true,false,false,false
304QEQWKZPKUAFEEHOU44WECZAVO0S,A34DYM8J0X5VK,12,220,con_2_6,Three Gorges Dam,"The Three Gorges Dam has submerged mines, resulting in pollution",,false,false,true,true,false,false,false
304QEQWKZPKUAFEEHOU44WECZAVO0S,A1ZD8RU6YB0VEU,6,220,con_2_6,Three Gorges Dam,"The Three Gorges Dam has submerged mines, resulting in pollution",,false,true,false,false,false,true,false
304QEQWKZPKUAFEEHOU44WECZAVO0S,A11TREGDHSUSJW,160,220,con_2_6,Three Gorges Dam,"The Three Gorges Dam has submerged mines, resulting in pollution",,false,false,true,true,false,false,false
304QEQWKZPKUAFEEHOU44WECZAVO0S,A100DH6ZVHB9EP,24,220,con_2_6,Three Gorges Dam,"The Three Gorges Dam has submerged mines, resulting in pollution",,false,false,true,false,false,false,true
304QEQWKZPKUAFEEHOU44WECZAVO0S,A2IMAGGCST8170,10,220,con_2_6,Three Gorges Dam,"The Three Gorges Dam has submerged mines, resulting in pollution",,false,false,true,true,false,false,false
304QEQWKZPKUAFEEHOU44WECZAVO0S,A37C9M7J88EWEB,28,220,con_2_6,Three Gorges Dam,"The Three Gorges Dam has submerged mines, resulting in pollution",,false,false,true,false,false,true,false
304QEQWKZPKUAFEEHOU44WECZAVO0S,A3FJ79JZ9MO6GB,9,220,con_2_6,Three Gorges Dam,"The Three Gorges Dam has submerged mines, resulting in pollution",,false,false,true,true,false,false,false
304QEQWKZPKUAFEEHOU44WECZAW0O5,A2YE2I9DYV9OKW,12,140,con_1_5,Infant male circumcision,Circumcision creates risk of infections in infants,,false,false,true,true,false,false,false
304QEQWKZPKUAFEEHOU44WECZAW0O5,A1CVM8I2566ILI,53,140,con_1_5,Infant male circumcision,Circumcision creates risk of infections in infants,,false,false,true,true,false,false,false
304QEQWKZPKUAFEEHOU44WECZAW0O5,A34DYM8J0X5VK,12,140,con_1_5,Infant male circumcision,Circumcision creates risk of infections in infants,,false,false,true,true,false,false,false
304QEQWKZPKUAFEEHOU44WECZAW0O5,A3OZ8KF0HWSVWK,110,140,con_1_5,Infant male circumcision,Circumcision creates risk of infections in infants,,false,false,true,true,false,false,false
304QEQWKZPKUAFEEHOU44WECZAW0O5,A365SN61J4UNGR,7,140,con_1_5,Infant male circumcision,Circumcision creates risk of infections in infants,,false,false,true,true,false,false,false
304QEQWKZPKUAFEEHOU44WECZAW0O5,A11TREGDHSUSJW,7,140,con_1_5,Infant male circumcision,Circumcision creates risk of infections in infants,,false,false,true,true,false,false,false
304QEQWKZPKUAFEEHOU44WECZAW0O5,ACJ6NSCIWMUZI,9,140,con_1_5,Infant male circumcision,Circumcision creates risk of infections in infants,,false,false,true,true,false,false,false
304QEQWKZPKUAFEEHOU44WECZAW0O5,A3C2X1L5PVNNLV,14,140,con_1_5,Infant male circumcision,Circumcision creates risk of infections in infants,,false,false,true,true,false,false,false
304QEQWKZPKUAFEEHOU44WECZAW0O5,A100DH6ZVHB9EP,12,140,con_1_5,Infant male circumcision,Circumcision creates risk of infections in infants,,false,false,true,true,false,false,false
304QEQWKZPKUAFEEHOU44WECZAW0O5,A1ZD8RU6YB0VEU,8,140,con_1_5,Infant male circumcision,Circumcision creates risk of infections in infants,,false,true,false,true,false,false,false
306996CF6WKAYAAN92TICHXNSMKB1D,A18T7E73TNGOKP,87,172,con_7_2,Cluster bomb ban,Cluster bomb ban will put US soldiers at risk,,false,false,true,true,false,false,false
306996CF6WKAYAAN92TICHXNSMKB1D,A1G94QON7A9K0N,30,172,con_7_2,Cluster bomb ban,Cluster bomb ban will put US soldiers at risk,,false,false,true,true,false,false,false
306996CF6WKAYAAN92TICHXNSMKB1D,A1SUUTWO9RWT4F,20,172,con_7_2,Cluster bomb ban,Cluster bomb ban will put US soldiers at risk,,false,false,true,true,false,false,false
306996CF6WKAYAAN92TICHXNSMKB1D,A35C0II2FFV18S,8,172,con_7_2,Cluster bomb ban,Cluster bomb ban will put US soldiers at risk,,false,false,true,true,false,false,false
306996CF6WKAYAAN92TICHXNSMKB1D,AFQIHS5XX58NR,13,172,con_7_2,Cluster bomb ban,Cluster bomb ban will put US soldiers at risk,,false,false,true,true,false,false,false
306996CF6WKAYAAN92TICHXNSMKB1D,A1ZD8RU6YB0VEU,119,172,con_7_2,Cluster bomb ban,Cluster bomb ban will put US soldiers at risk,,false,false,true,true,false,false,false
306996CF6WKAYAAN92TICHXNSMKB1D,A2XFO0X6RCS98M,60,172,con_7_2,Cluster bomb ban,Cluster bomb ban will put US soldiers at risk,,false,false,true,false,false,false,true
