title	Carbon capture and storage
question	Is carbon capture good technology and investment?
headline_1	Efficacy: Can carbon capture and storage be effective?
con_1_1	Renewables better than CCS and dealing with carbon waste	 Renewables better than CCS and dealing with carbon waste Peter Montague, PhD Executive Director of the Environmental Research Foundation. "Carbon Sequestration: What's the Point?" December 1, 2008: "The ideal solution [to global climate change] would be to stop making waste CO2 by phasing out fossil fuels and getting our energy from solar power in all its forms (direct sunlight, wind, and hydro dams). We know how to do this today... Every engineer knows that avoiding waste is far better than managing waste. So CCS is fundamentally bad design."
con_1_2	CCS delays inevitable transition to clean energy	 CCS delays inevitable transition to clean energy Peter Montague, PhD Executive Director of the Environmental Research Foundation. "Carbon Sequestration: What's the Point?" December 1, 2008: "Sooner or later we're going to run out of fossil fuels - all of them - so eventually we have to adopt solar power. CCS just delays the inevitable - a huge waste of time and money. We should skip CCS and go solar today."[6]
con_1_3	CCS requires significant energy; is inefficient	 CCS requires significant energy; is inefficient Robert Bryce. "A bad bet on Carbon." New York Times. May 12, 2010: "Let’s take the first problem. Capturing carbon dioxide from the flue gas of a coal-fired electric generation plant is an energy-intensive process. Analysts estimate that capturing the carbon dioxide cuts the output of a typical plant by as much as 28 percent. Given that the global energy sector is already straining to meet booming demand for electricity, it’s hard to believe that the United States, or any other country that relies on coal-fired generation, will agree to reduce the output of its coal-fired plants by almost a third in order to attempt carbon capture and sequestration."
con_1_4	CCS distracts attention and resources from clean energy	 CCS distracts attention and resources from clean energy Greenpeace International, an environmental non-profit organization, stated the following in a May 2008 report authored by Emily Rochon et al., titled "False Hope: Why Carbon Capture and Storage Won't Save the Climate," available at www.greenpeace.org: "Spending money on CSS is diverting urgent funding away from renewable energy solutions for the climate crisis... investing in a renewable energy future would save US$180 billion annually and cut CO2 emissions in half by 2050."
con_1_5	Carbon capture and sequestration is greenwashing for coal	 Carbon capture and sequestration is "greenwashing" for coal Greenpeace International, an environmental non-profit organization, stated the following in a May 2008 report authored by Emily Rochon et al., titled "False Hope: Why Carbon Capture and Storage Won't Save the Climate," available at www.greenpeace.org: "Letting CCS be used as a smokescreen for building new coal-fired power stations is unacceptable and irresponsible. 'Capture ready' coal plants pose a significant threat to the climate. The world can fight climate change but only if it reduces its dependence on fossil fuels, particularly coal. Renewable energy and energy efficiency are safe, cost effective solutions that carry none of the risks of CCS, and are available today to cut emissions and save the climate."
con_1_6	Carbon capture and storage is smoke-and-mirrors tactic for big coal	 Carbon capture and storage is smoke-and-mirrors tactic for big coal Rainforest Action Network, an environmental non-profit organization, stated the following in a fact sheet on its website titled "The Dirty Truth about Clean Coal," available at www.ran.org (accessed Sep. 17, 2009): "CCS remains a 'smoke and mirrors' show - keeping attention away from real solutions. With global warming accelerating, we need to make smart energy choices now. Keeping fossil fuels in the ground is key to stopping climate change."
con_1_7	CCS will take far too long to implement for climate change	 CCS will take far too long to implement for climate change Rainforest Action Network, an environmental non-profit organization, stated the following in a fact sheet on its website titled "The Dirty Truth about Clean Coal," available at www.ran.org (accessed Sep. 17, 2009): "The concept of CCS is that we can curb climate change by capturing the emissions from coal plants and store them underground, safely away from our atmosphere for eternity. The most glaring flaw in this concept is that CCS technology is not likely to be a commercially viable option for at least another decade, and new coal-fired plants are slated to begin construction now. There are also no working models of CCS at a commercial-scale power plant anywhere in the world."
con_1_8	Capturing/transporting/storing billiions of tons of C02 is not feasible	 Capturing/transporting/storing billiions of tons of C02 is not feasible Rainforest Action Network, an environmental non-profit organization, stated the following in a fact sheet on its website titled "The Dirty Truth about Clean Coal," available at www.ran.org (accessed Sep. 17, 2009): "Proposals for carbon storage locations include underground depleted oil and gas fields, unmineable coal seams, and even in our oceans. Underground storage of the 1.9 billion tons of C02 waste produced annually by U.S. coal plants is hugely problematic and likely impossible."
con_1_9	CCS coal plants emit less CO2, but more pollutants	 CCS coal plants emit less CO2, but more pollutants IPCC has provided estimates of air emissions from various CCS plant designs (see table below). While CO2  is drastically reduced (though never completely captured), emissions of air pollutants increase significantly, generally due to the energy penalty of capture. Hence, the use of CCS entails a reduction in air quality.
con_1_10	Climate change is best solved by energy efficiency, not CCS	 Climate change is best solved by energy efficiency, not CCS Vaclav Smil, PhD, Distinguished Professor in the Faculty of Environment at the University of Manitoba, stated the following in his May 2006 statement "Energy at the Crossroads," during the Conference on Scientific Challenges for Energy Research in Paris, available at www.home.cc.umanitoba.ca: "The obvious question is why it should be even attempted given the fact that a 10% reduction in CO2 emissions could be achieved by several more rational, mature and readily available adjustments... [T]technical fixes cannot provide a lasting resolution. History shows that energy demand keeps growing even in the most energy-saturated affluent societies: encouraging worldwide diffusion of this trend (new China, and then India, aspiring to replicate the US) and trying to fill the supply through scientific and engineering ingenuity is not a formula compatible with maintaining a viable biosphere. Obviously, poor countries need more energy; but the rich ones should, sooner, rather than later, think about engineering rational reductions in energy use. All economies are just subsystems of the biosphere and the first law of ecology is that no trees grow to heaven. If we are not going to engineer thoughtful, gradual reductions, we run a considerable risk that the biosphere may do the scaling-down for us in a much less desirable (if not catastrophic) manner."
headline_2	Risks: What are the risks involved?
pro_2_1	Risks of stored C02 leaking is very low	 Risks of stored C02 leaking is very low John Deutch, PhD, Institute Professor of the Department of Chemistry at the Massachusetts Institute of Technology, and Ernest J. Moniz, PhD, Director of Energy Studies at the Laboratory for Energy and the Environment at the Massachusetts Institute of Technology, stated in their 2007 study, "The Future of Coal: Options for a Carbon-Constrained World," available at www.web.mit.edu: "A number of geological reservoirs appear to have the potential to store many 100's – 1000's of gigatons of CO2. The most promising reservoirs are porous and permeable rock bodies, generally at depths, roughly 1 km, at pressures and temperatures where CO2 would be in a supercritical phase. Once in the pore, over a period of tens to hundreds of years, the CO2 will dissolve into other pore fluids, including hydrocarbon species (oil and gas) or brines, where the CO2 is fixed indefinitely, unless other processes intervene. Over longer time scales (hundreds to thousands of years) the dissolved CO2 may react with minerals in the rock volume to precipitate the CO2 as new carbonate minerals... [I]t is very likely that the fraction of stored CO2 will be greater than 99% over 100 years, and likely that the fraction of stored CO2 will exceed 99% for 1000 years... Our overall judgment is that the prospect for geological CO2 sequestration is excellent. We base this judgment on 30 years of injection experience and the ability of the earth's crust to trap CO2... The DOE should launch a program to develop and deploy large-scale sequestration demonstration projects."
pro_2_2	C02 would leak too slowly (thousands of years) to be a concern	 C02 would leak too slowly (thousands of years) to be a concern Richard Van Norden. "Carbon storage – what will the great-great-(...)-great-great grandchildren think?" The Great Beyond. June 28, 2010: "Shaffer calculates, if the leakage rate is 1% every 10 years, by 5000 AD mean atmosphere warming will be as bad as if no storage had been attempted. Dial that leakage rate down to 1% every 100 years, and we get to 20,000 AD before atmospheric warming is as bad as no storage at all. 20,000 AD? By this point humankind will surely be on other planets or, more likely, extinct. But Shaffer is concerned about future generations in 20,000 AD. He points out that nuclear waste management works on these timescales – tens of thousands of years. [...] Yes, as Shaffer says, a leaky store will create delayed warming in the future. But what a comfortingly long way away that future is, in his projections. Moreover, he considers that future humans make no attempt at re-sequestering escaped carbon dioxide. And he does not suggest that today we might try both to capture carbon dioxide underground and reduce our fossil fuel emissions. And aren’t there many more pressing practical concerns about carbon capture and storage to consider right now – such as whether it works over a hundred years, not whether it works over tens of thousands of years?"
pro_2_3	Sequestered carbon can be stored over the long-term.	Sequestered carbon can be stored over the long-term. For well-selected, designed and managed geological storage sites, the IPCC estimates that CO2 could be trapped for millions of years, and the sites are likely to retain over 99% of the injected CO2 over 1,000 years. In 2009 it was reported that scientists had mapped 6,000 square miles (16,000 km2) of rock formations in the U.S. that could be used to store 500 years' worth of U.S. carbon dioxide emissions.
con_2_1	Leakage of C02 from storage sites is a risk	 Leakage of C02 from storage sites is a risk A major concern with CCS is whether leakage of stored CO2 will compromise CCS as a climate change mitigation option. For well-selected, designed and managed geological storage sites, IPCC estimates that risks are comparable to those associated with current hydrocarbon activity. CO2 could be trapped for millions of years, and although some leakage occurs upwards through the soil, well selected stores are likely to retain over 99% of the injected CO2 over 1000 years. Leakage through the injection pipe is a greater risk.[22] Although the injection pipe is usually protected with Non-return valves (to prevent release on a power outtage), there is still a risk that the pipe itself could tear and leak due to the pressure. A small incident of this type of CO2 leakage was the Berkel and Rodenrijs incident in December 2008, where a modest release of greenhouse gas emissions resulted in the deaths of a small group of ducks. In order to measure accidental carbon releases more accurately and decrease the risk of fatalities through this type of leakage, the implementation of CO2 alert meters around the project perimeter has been proposed. In 1986 a large leakage of naturally sequestered carbon dioxide rose from Lake Nyos in Cameroon and asphyxiated 1,700 people. While the carbon had been sequestered naturally, some point to the event as evidence for the potentially catastrophic effects of sequestering carbon.[23] The Lake Nyos disaster resulted from a freak volcanic event one night, which very suddenly released as much as a cubic kilometre of CO2 gas from a pool of naturally occurring CO2 under the lake in a deep narrow valley. The location of this pool of CO2 is not a place where man can inject or store CO2 and this pool of CO2 was not known about nor monitored until after the occurrence of the natural disaster.
con_2_2	CCS passes C02-leakage problem to our children	 CCS passes C02-leakage problem to our children Peter Montague, PhD Executive Director of the Environmental Research Foundation. "Carbon Sequestration: What's the Point?" December 1, 2008: "Instead of solving the CO2 problem that we've created, CCS would pass the problem along to our children and their children and their children's children. Basically, buried CO2 could never be allowed to leak back out. We should take responsibility for our own problems, not pass them to our children to manage. Scientists paid by the fossil fuel companies say the CO2 will never leak back out of the ground. What if they're mistaken? Then our children will inherit a hot, acid-ocean, ruined world."
con_2_3	Ocean sequestration of carbon has negative effects.	Ocean sequestration of carbon has negative effects. The environmental effects of oceanic storage are generally negative, and poorly understood. Large concentrations of CO2 kills ocean organisms, but another problem is that dissolved CO2 would eventually equilibrate with the atmosphere, so the storage would not be permanent. Also, as part of the CO2 reacts with the water to form carbonic acid, H2CO3, the acidity of the ocean water increases. The resulting environmental effects on benthic life forms of the bathypelagic, abyssopelagic and hadopelagic zones are poorly understood. Even though life appears to be rather sparse in the deep ocean basins, energy and chemical effects in these deep basins could have far reaching implications. Much more work is needed here to define the extent of the potential problems. 
con_2_4	Taxpayers would be on hook for CCS leaks	 Taxpayers would be on hook for CCS leaks Rainforest Action Network, an environmental non-profit organization, stated the following in a fact sheet on its website titled "The Dirty Truth about Clean Coal," available at www.ran.org (accessed Sep. 17, 2009): "Who pays if sequestered carbon leaks and causes fatalities or other damages? Even proponents of CCS have said the technology won't go ahead unless the federal government assumes full liability. If that happens, our tax dollars would be spent protecting utility companies from bearing both the risk and the cost of coal."
headline_3	Economics: What are the economics of carbon capture and sequestration?
pro_3_1	Sequestered C02 can be injected into reservoirs to recover oil	 Sequestered C02 can be injected into reservoirs to recover oil CO2 is sometimes injected into declining oil fields to increase oil recovery. Approximately 30 to 50 million metric tonnes of CO2 are injected annually in the United States into declining oil fields.[16] This option is attractive because the geology of hydrocarbon reservoirs is generally well understood and storage costs may be partly offset by the sale of additional oil that is recovered. Disadvantages of old oil fields are their geographic distribution and their limited capacity, as well as that the subsequent burning of the additional oil so recovered will offset much or all of the reduction in CO2 emissions.
pro_3_2	CCS doesn't have to be profitable to be a good idea	 CCS doesn't have to be profitable to be a good idea Jon Gluyas is chair in geoenergy at Durham Energy Institute, University of Durham, UK; Susie Daniels is at Geospatial Research in the university's department of earth sciences. "Do we really need carbon capture and storage? Yes, CCS is sensible and necessary" RSC. September 2010: "Superficially, Tsouris and Aaron's premise seems reasonable. Why should we do anything that does not make a profit? Fundamentally, burying something in the ground and not using it cannot make a profit whether it be CO2 or gold. Similarly, cleaning polluted rivers is intrinsically not profitable, nor is saving whales or having a state health service. Closer to home, the weekly visit of the dustman does not make a profit. Instead it provides a service at a cost. We pay to have our rubbish cleared away so that it does not accumulate in our neighbourhood. CCS is the same principle." 
pro_3_3	CCS will become cost-effective as it scales	 CCS will become cost-effective as it scales "Do we really need carbon capture and storage?." RSC: "A key piece of Tsouris and Aaron's argument is that for a given investment we would have twice as much impact on CO2 emissions reduction by investing in wind energy than we would have by installing CCS. In a deft move he has admitted that prices may be volatile but using the best cost estimates today give this 2:1 leverage for wind (nuclear is even better). Balderdash! This is akin to comparing whale oil and mineral oil prices in the late 19th century. Whale oil was cheaper than mineral oil, meaning mineral oil required an initial fillip from government. But shortly thereafter the industry took off and prices fell dramatically as technology improved and the cost base lowered. The same has happened with computers, mobile phones, 3D seismic acquisition and so on and it will happen with CCS, a highly immature technology when compared with wind power."
pro_3_4	Carbon can be captured and stored, beneficially, in cement.	Carbon can be captured and stored, beneficially, in cement. Cement production captures CO2 from industrial smokestacks to be stored in cement during production. Globally, five percent of CO2 emissions is produced by manufacturing cement. The process of turning carbon into cement involves sea water as a major resource. In this process, sea water is split via electrolysis to make aqueous solutions of sodium hydroxide and hydrochloric acid. The resulting acid is then neutralized in a reaction with silicate rocks, producing sand and magnesium chloride. These two products can be used together or separately to melt ice on roads. The alkaline sodium hydroxide solution is combined with carbon dioxide streams from industrial smokestacks, trapping the carbon dioxide in the form of sodium bicarbonate, which in turn can be added back to sea water rich in magnesium and calcium ions, triggerring a series of reactions that lead to precipitation of magnesium carbonate and calcium carbonate. These two by-products can be used in the manufacture of cement. This process takes a considerable amount of funding, but some of the regulations made to greenhouse-gas emissions, such as carbon tax could eventually make this profitable as well as environment friendly.
pro_3_5	Algae CCS produces valuable bi-products.	Algae CCS produces valuable bi-products. Recycling CO2 is likely to offer the most environmentally and financially sustainable response to the global challenge of significantly reducing greenhouse gas emissions from major stationary (industrial) emitters in the near to medium term.[citation needed] This is because newly developed technologies, such as Bio CCS Algal Synthesis value captured, pre-smokestack CO2 (such as from a coal fired power station, for example) as a useful feedstock input to the production of oil-rich algae in solar membranes to produce oil for plastics and transport fuel (including aviation fuel) and nutritious stockfeed for farm animal production. The CO2 and other captured greenhouse gases are injected into the membranes containing waste water and select strains of algae causing, together with sunlight or UV light, the oil rich biomass to double in mass every 24 hours. The Bio CCS Algal Synthesis process holds a number of key advantages over conventional CCS in that it is based on well established earth science photosynthesis; the technology is entirely retro-fittable and colocated with the emitter; the capital outlays offer a return upon investment due to the high value commodities produced (oil for plastics, fuel and feed)-
pro_3_6	Many companies are investing in CCS voluntarily.	Many companies are investing in CCS voluntarily. This is not simply a matter of government investments in carbon capture and storage. Many companies are working in concert with non-profit organizations and others to find ways to implement the technology without any government funding or incentives. A September 16th, 2010 article in Energy Helpline.com is a good example of this: "Energy suppliers ScottishPower have announced a £5 million investment in a new carbon capture initiative. The company will be sponsoring the UK's first alliance between industry and academia to focus specifically on carbon capture and storage - a new technology designed to remove CO2 from the exhaust gasses at fossil fuel power stations." 
pro_3_7	Coal electricity still cost competitive even after CCS costs.	Coal electricity still cost competitive even after CCS costs. Greenpeace claim that CCS could lead to a doubling of plant costs. However CCS may still be economically attractive in comparison to other forms of low carbon electricity generation. 
con_3_1	Carbon capture and storage cannot scale cost-effectivley	 Carbon capture and storage cannot scale cost-effectivley "Carbon Capture Research." Department of Energy: "Existing capture technologies, however, are not cost-effective when considered in the context of sequestering CO2 from power plants. Most power plants and other large point sources use air-fired combustors, a process that exhausts CO2 diluted with nitrogen. Flue gas from coal-fired power plants contains 10-12 percent CO2 by volume, while flue gas from natural gas combined cycle plants contains only 3-6 percent CO2. For effective carbon sequestration, the CO2 in these exhaust gases must be separated and concentrated. The cost of CO2 capture using current technology, however, is on the order of $150 per ton of carbon - much too high for carbon emissions reduction applications. Analysis performed by SFA Pacific, Inc. indicates that adding existing technologies for CO2 capture to an electricity generation process could increase the cost of electricity by 2.5 cents to 4 cents/kWh depending on the type of process."
con_3_2	CCS is less cost-effective than renewable energy	 CCS is less cost-effective than renewable energy "No, we don't need CCS." RSC: "To better understand the relative importance of the cost of CCS and its effectiveness in avoiding CO2 emissions, we performed a comparison of carbon avoidance via CCS and using alternative energy technologies. ... Considering ratios All three alternative energy technologies considered were found to be much more cost-efficient than CCS at avoiding CO2. The carbon avoidance ratio (ie the CO2 amount avoided by a $5.1 trillion investment in alternative energy over 100 GtCO2) was determined for each technology using CCS as a base case. Wind, nuclear and geothermal power had CO2 avoidance ratios of 1.9, 4.3, and 4.5, respectively. In order for CCS to be competitive with wind and nuclear, the cost of CCS must be improved to $26/tCO2 and $12/tCO2, respectively. In addition to better CO2 avoidance on a per-dollar basis, alternative energy technologies also resulted in revenue, while CCS has no significant revenue. Wind, nuclear, and geothermal power were estimated to result in revenues of $9 trillion, $22 trillion, and $31 trillion, respectively, for a $5.1 trillion investment over 50 years. Our results show that, with current technology, CCS is less effective than alternative energy in avoiding CO2 emissions. We can most effectively address this issue by pursuing virtual CCS, including investments in energy efficiency, renewable energy, nuclear energy, and biofuels until research in CCS (which also faces significant thermodynamic issues4) makes it competitive with alternative energy." 
con_3_3	Carbon capture and sequestration raises costs and energy prices	 Carbon capture and sequestration raises costs and energy prices The reasons that CCS is expected to cause such power price increases are several. Firstly, the increased energy requirements of capturing and compressing CO2 significantly raise the operating costs of CCS-equipped power plants. In addition there is added investment or capital costs. The process would increase the fuel requirement of a plant with CCS by about 25% for a coal-fired plant and about 15% for a gas-fired plant. The cost of this extra fuel, as well as storage and other system costs are estimated to increase the costs of energy from a power plant with CCS by 30-60%, depending on the specific circumstances. Pre-commercial CCS demonstration projects are likely to be more expensive than mature CCS technology, the total additional costs of an early large scale CCS demonstration project are estimated to be €0.5-1.1bn per project over the project lifetime.
con_3_4	Without a price on carbon, CCS will not spread	 Without a price on carbon, CCS will not spread Teryn Norris. "What’s Next for Nuclear Power and Carbon Capture Technology?" The Energy Collective. September 23, 2010: "Unfortunately, with the demise of climate legislation, the U.S. CCS industry now faces a difficult uphill battle. The reason for this is simple. CCS technologies add large capital costs to plant construction, and CCS retrofits to existing plants are almost as costly as building a plant from scratch. In addition to the equipment and technology requirements, the CCS process itself reduces a power plant’s efficiency by roughly 25%, which amounts to a substantial decline in revenue for the plant owner. Therefore, without a substantial price on carbon, it doesn’t make economic sense for a coal or natural gas producer to build a plant equipped with CCS technology. As the National Academies’ committee summarizes."
con_3_5	The transportation of captured carbon can be very expensive	 The transportation of captured carbon can be very expensive Robert Bryce. "A bad bet on carbon." New York Times. May 12, 2010: "Here’s the second problem. The Pacific Northwest National Laboratory has estimated that up to 23,000 miles of new pipeline will be needed to carry the captured carbon dioxide to the still-undesignated underground sequestration sites. That doesn’t sound like much when you consider that America’s gas pipeline system sprawls over some 2.3 million miles. But those natural gas pipelines carry a valuable, marketable, useful commodity. By contrast, carbon dioxide is a worthless waste product, so taxpayers would likely end up shouldering most of the cost. Yes, some of that waste gas could be used for enhanced oil recovery projects; flooding depleted oil reservoirs with carbon dioxide is a proven technology that can increase production and extend the life of existing oilfields. But the process would be useful in only a limited number of oilfields — probably less than 10 percent of the waste carbon dioxide captured from coal-fired power plants could actually be injected into American oilfields."
con_3_6	Carbon capture and storage requires significant water	 Carbon capture and storage requires significant water Greenpeace International, an environmental non-profit organization, stated the following in a May 2008 report authored by Emily Rochon et al., titled "False Hope: Why Carbon Capture and Storage Won't Save the Climate," available at www.greenpeace.org: "CCS will also use more precious resources. Power stations with capture technology will need 90% more freshwater than those without."
con_3_7	Cheaper cleaner natural gas will smother carbon capture and storage	 Cheaper cleaner natural gas will smother carbon capture and storage “In a world where there is the serious possibility of cheap, relatively clean gas, who will commit large sums of money to expensive pieces of equipment to lower carbon emissions?” -Paul Stevens, senior research fellow at Chatham House, a London- based institute for the study of international affairs, wrote in a September 2010 report.[7]
